"threshold_sd","threshold_days","moving_average_days","majorLossThresh","bic"
2.3,11,13,1,-373.491418381166
2.4,11,13,1,-426.028326368471
2.5,11,13,1,-629.715105467877
2.6,11,13,1,-740.558374247223
2.7,11,13,1,-892.006560854104
2.8,11,13,1,-874.991154875149
2.9,11,13,1,-1151.62589480763
3,11,13,1,Inf
3.1,11,13,1,Inf
3.2,11,13,1,Inf
3.3,11,13,1,Inf
3.4,11,13,1,Inf
3.5,11,13,1,Inf
3.6,11,13,1,Inf
3.7,11,13,1,Inf
3.8,11,13,1,Inf
3.9,11,13,1,Inf
4,11,13,1,Inf
2,12,13,1,-75.87873837157
2.1,12,13,1,-139.726422149298
2.2,12,13,1,-258.493339859196
2.3,12,13,1,-363.691797612482
2.4,12,13,1,-423.889359813271
2.5,12,13,1,-627.302581227676
2.6,12,13,1,-737.571963919392
2.7,12,13,1,-888.614667445952
2.8,12,13,1,-871.993885123177
2.9,12,13,1,-1147.54084349191
3,12,13,1,Inf
3.1,12,13,1,Inf
3.2,12,13,1,Inf
3.3,12,13,1,Inf
3.4,12,13,1,Inf
3.5,12,13,1,Inf
3.6,12,13,1,Inf
3.7,12,13,1,Inf
3.8,12,13,1,Inf
3.9,12,13,1,Inf
4,12,13,1,Inf
2,3,14,1,-118.278522951076
2.1,3,14,1,-133.736746876498
2.2,3,14,1,-210.144560232008
2.3,3,14,1,-343.148206893216
2.4,3,14,1,-564.064777488763
2.5,3,14,1,-639.16246980007
2.6,3,14,1,-757.943010467034
2.7,3,14,1,-907.249993515078
2.8,3,14,1,-1180.29572220292
2.9,3,14,1,-1180.29572220292
3,3,14,1,Inf
3.1,3,14,1,Inf
3.2,3,14,1,Inf
3.3,3,14,1,Inf
3.4,3,14,1,Inf
3.5,3,14,1,Inf
3.6,3,14,1,Inf
3.7,3,14,1,Inf
3.8,3,14,1,Inf
3.9,3,14,1,Inf
4,3,14,1,Inf
2,4,14,1,-124.907409379695
2.1,4,14,1,-132.406639134922
2.2,4,14,1,-208.606491816052
2.3,4,14,1,-341.482543501245
2.4,4,14,1,-563.734951195636
2.5,4,14,1,-646.973561111523
2.6,4,14,1,-759.705713380539
2.7,4,14,1,-909.717777282205
2.8,4,14,1,-1176.19210309144
2.9,4,14,1,-1176.19210309144
3,4,14,1,Inf
3.1,4,14,1,Inf
3.2,4,14,1,Inf
3.3,4,14,1,Inf
3.4,4,14,1,Inf
3.5,4,14,1,Inf
3.6,4,14,1,Inf
3.7,4,14,1,Inf
3.8,4,14,1,Inf
3.9,4,14,1,Inf
4,4,14,1,Inf
2,5,14,1,-127.171271888611
2.1,5,14,1,-127.171271888611
2.2,5,14,1,-207.071058159124
2.3,5,14,1,-343.055240351164
2.4,5,14,1,-560.288469844603
2.5,5,14,1,-644.68736457566
2.6,5,14,1,-752.192528855257
2.7,5,14,1,-909.005992864589
2.8,5,14,1,-1172.09111550785
2.9,5,14,1,-1172.09111550785
3,5,14,1,Inf
3.1,5,14,1,Inf
3.2,5,14,1,Inf
3.3,5,14,1,Inf
3.4,5,14,1,Inf
3.5,5,14,1,Inf
3.6,5,14,1,Inf
3.7,5,14,1,Inf
3.8,5,14,1,Inf
3.9,5,14,1,Inf
4,5,14,1,Inf
2,6,14,1,-112.81663343824
2.1,6,14,1,-125.907585131252
2.2,6,14,1,-201.908529364002
2.3,6,14,1,-341.154401147947
2.4,6,14,1,-557.111003530873
2.5,6,14,1,-640.438417745769
2.6,6,14,1,-748.656633914793
2.7,6,14,1,-905.600801378313
2.8,6,14,1,-1167.99276639521
2.9,6,14,1,-1167.99276639521
3,6,14,1,Inf
3.1,6,14,1,Inf
3.2,6,14,1,Inf
3.3,6,14,1,Inf
3.4,6,14,1,Inf
3.5,6,14,1,Inf
3.6,6,14,1,Inf
3.7,6,14,1,Inf
3.8,6,14,1,Inf
3.9,6,14,1,Inf
4,6,14,1,Inf
2,7,14,1,-119.997610012419
2.1,7,14,1,-117.475556185535
2.2,7,14,1,-200.998076942299
2.3,7,14,1,-335.352703620049
2.4,7,14,1,-556.33942776978
2.5,7,14,1,-642.69098617692
2.6,7,14,1,-745.773263894835
2.7,7,14,1,-902.198255398157
2.8,7,14,1,-1163.89706273335
2.9,7,14,1,-1163.89706273335
3,7,14,1,Inf
3.1,7,14,1,Inf
3.2,7,14,1,Inf
3.3,7,14,1,Inf
3.4,7,14,1,Inf
3.5,7,14,1,Inf
3.6,7,14,1,Inf
3.7,7,14,1,Inf
3.8,7,14,1,Inf
3.9,7,14,1,Inf
4,7,14,1,Inf
2,8,14,1,-124.494067887935
2.1,8,14,1,-123.392751194042
2.2,8,14,1,-202.480635619794
2.3,8,14,1,-337.360670714026
2.4,8,14,1,-552.971664652246
2.5,8,14,1,-638.755343532223
2.6,8,14,1,-743.937273847037
2.7,8,14,1,-898.798361941397
2.8,8,14,1,-1159.80401153909
2.9,8,14,1,-1159.80401153909
3,8,14,1,Inf
3.1,8,14,1,Inf
3.2,8,14,1,Inf
3.3,8,14,1,Inf
3.4,8,14,1,Inf
3.5,8,14,1,Inf
3.6,8,14,1,Inf
3.7,8,14,1,Inf
3.8,8,14,1,Inf
3.9,8,14,1,Inf
4,8,14,1,Inf
2,9,14,1,-122.141708398965
2.1,9,14,1,-122.141708398965
2.2,9,14,1,-200.95581106253
2.3,9,14,1,-328.285567506981
2.4,9,14,1,-549.790526318763
2.5,9,14,1,-635.074701476074
2.6,9,14,1,-730.956410582734
2.7,9,14,1,-895.401128062637
2.8,9,14,1,-1155.71361986659
2.9,9,14,1,-1155.71361986659
3,9,14,1,Inf
3.1,9,14,1,Inf
3.2,9,14,1,Inf
3.3,9,14,1,Inf
3.4,9,14,1,Inf
3.5,9,14,1,Inf
3.6,9,14,1,Inf
3.7,9,14,1,Inf
3.8,9,14,1,Inf
3.9,9,14,1,Inf
4,9,14,1,Inf
2,10,14,1,-120.894987701851
2.1,10,14,1,-117.236438017444
2.2,10,14,1,-199.433656483385
2.3,10,14,1,-333.57758462557
2.4,10,14,1,-550.50944995689
2.5,10,14,1,-631.579885051283
2.6,10,14,1,-728.024051327382
2.7,10,14,1,-892.006560854104
2.8,10,14,1,-1151.62589480763
2.9,10,14,1,-1151.62589480763
3,10,14,1,Inf
3.1,10,14,1,Inf
3.2,10,14,1,Inf
3.3,10,14,1,Inf
3.4,10,14,1,Inf
3.5,10,14,1,Inf
3.6,10,14,1,Inf
3.7,10,14,1,Inf
3.8,10,14,1,Inf
3.9,10,14,1,Inf
4,10,14,1,Inf
2,11,14,1,-115.839210638097
2.1,11,14,1,-110.323286113231
2.2,11,14,1,-197.914179039622
2.3,11,14,1,-331.690050995768
2.4,11,14,1,-548.033923245224
2.5,11,14,1,-628.225059503528
2.6,11,14,1,-725.142002465764
2.7,11,14,1,-888.614667445952
2.8,11,14,1,-1146.16823892692
2.9,11,14,1,-1147.24992316976
3,11,14,1,Inf
3.1,11,14,1,Inf
3.2,11,14,1,Inf
3.3,11,14,1,Inf
3.4,11,14,1,Inf
3.5,11,14,1,Inf
3.6,11,14,1,Inf
3.7,11,14,1,Inf
3.8,11,14,1,Inf
3.9,11,14,1,Inf
4,11,14,1,Inf
2,12,14,1,-115.176568944602
2.1,12,14,1,-111.990816485334
2.2,12,14,1,-196.397385927033
2.3,12,14,1,-329.805199870548
2.4,12,14,1,-545.561077912635
2.5,12,14,1,-621.464595305055
2.6,12,14,1,-722.281115687884
2.7,12,14,1,-885.225455006569
2.8,12,14,1,-1141.62139187256
2.9,12,14,1,-1142.61431280974
3,12,14,1,Inf
3.1,12,14,1,Inf
3.2,12,14,1,Inf
3.3,12,14,1,Inf
3.4,12,14,1,Inf
3.5,12,14,1,Inf
3.6,12,14,1,Inf
3.7,12,14,1,Inf
3.8,12,14,1,Inf
3.9,12,14,1,Inf
4,12,14,1,Inf
2,13,14,1,-109.962171935579
2.1,13,14,1,-107.637294537855
2.2,13,14,1,-183.176293808574
2.3,13,14,1,-327.923038469399
2.4,13,14,1,-512.595097134014
2.5,13,14,1,-610.096096349489
2.6,13,14,1,-719.485359389321
2.7,13,14,1,-881.83893074288
2.8,13,14,1,-1137.14775526068
2.9,13,14,1,-1138.0649977545
3,13,14,1,Inf
3.1,13,14,1,Inf
3.2,13,14,1,Inf
3.3,13,14,1,Inf
3.4,13,14,1,Inf
3.5,13,14,1,Inf
3.6,13,14,1,Inf
3.7,13,14,1,Inf
3.8,13,14,1,Inf
3.9,13,14,1,Inf
4,13,14,1,Inf
2,3,15,1,-110.293177891854
2.1,3,15,1,-231.11784940918
2.2,3,15,1,-234.898181048824
2.3,3,15,1,-305.736506533773
2.4,3,15,1,-385.30047976963
2.5,3,15,1,-562.236673103038
2.6,3,15,1,-649.64743571536
2.7,3,15,1,-755.776324871238
2.8,3,15,1,-903.83055677518
2.9,3,15,1,-1176.19210309144
3,3,15,1,-1176.19210309144
3.1,3,15,1,Inf
3.2,3,15,1,Inf
3.3,3,15,1,Inf
3.4,3,15,1,Inf
3.5,3,15,1,Inf
3.6,3,15,1,Inf
3.7,3,15,1,Inf
3.8,3,15,1,Inf
3.9,3,15,1,Inf
4,3,15,1,Inf
2,4,15,1,-109.026455139316
2.1,4,15,1,-232.842384521425
2.2,4,15,1,-232.842384521425
2.3,4,15,1,-303.938456510168
2.4,4,15,1,-380.520244899061
2.5,4,15,1,-561.695933580397
2.6,4,15,1,-646.790702627224
2.7,4,15,1,-756.012423311312
2.8,4,15,1,-904.620862043519
2.9,4,15,1,-1172.09111550785
3,4,15,1,-1172.09111550785
3.1,4,15,1,Inf
3.2,4,15,1,Inf
3.3,4,15,1,Inf
3.4,4,15,1,Inf
3.5,4,15,1,Inf
3.6,4,15,1,Inf
3.7,4,15,1,Inf
3.8,4,15,1,Inf
3.9,4,15,1,Inf
4,4,15,1,Inf
2,5,15,1,-107.76237656453
2.1,5,15,1,-231.357225095717
2.2,5,15,1,-234.920480902902
2.3,5,15,1,-302.143046846256
2.4,5,15,1,-381.276800716618
2.5,5,15,1,-558.082019610085
2.6,5,15,1,-640.587988623787
2.7,5,15,1,-749.806830737969
2.8,5,15,1,-902.475172722566
2.9,5,15,1,-1167.99276639521
3,5,15,1,-1167.99276639521
3.1,5,15,1,Inf
3.2,5,15,1,Inf
3.3,5,15,1,Inf
3.4,5,15,1,Inf
3.5,5,15,1,Inf
3.6,5,15,1,Inf
3.7,5,15,1,Inf
3.8,5,15,1,Inf
3.9,5,15,1,Inf
4,5,15,1,Inf
2,6,15,1,-100.740481985584
2.1,6,15,1,-230.290220954954
2.2,6,15,1,-229.710716292107
2.3,6,15,1,-300.350284537069
2.4,6,15,1,-382.873036848297
2.5,6,15,1,-554.828307333407
2.6,6,15,1,-639.132694744516
2.7,6,15,1,-749.231108190646
2.8,6,15,1,-902.198255398157
2.9,6,15,1,-1163.89706273335
3,6,15,1,-1163.89706273335
3.1,6,15,1,Inf
3.2,6,15,1,Inf
3.3,6,15,1,Inf
3.4,6,15,1,Inf
3.5,6,15,1,Inf
3.6,6,15,1,Inf
3.7,6,15,1,Inf
3.8,6,15,1,Inf
3.9,6,15,1,Inf
4,6,15,1,Inf
2,7,15,1,-101.610387949373
2.1,7,15,1,-231.702578748856
2.2,7,15,1,-231.702578748856
2.3,7,15,1,-298.560176614831
2.4,7,15,1,-375.529875730612
2.5,7,15,1,-550.850780924159
2.6,7,15,1,-635.610203195049
2.7,7,15,1,-745.176948575893
2.8,7,15,1,-898.798361941397
2.9,7,15,1,-1159.80401153909
3,7,15,1,-1159.80401153909
3.1,7,15,1,Inf
3.2,7,15,1,Inf
3.3,7,15,1,Inf
3.4,7,15,1,Inf
3.5,7,15,1,Inf
3.6,7,15,1,Inf
3.7,7,15,1,Inf
3.8,7,15,1,Inf
3.9,7,15,1,Inf
4,7,15,1,Inf
2,8,15,1,-96.2744248037662
2.1,8,15,1,-230.097617653905
2.2,8,15,1,-230.097617653905
2.3,8,15,1,-296.772730149253
2.4,8,15,1,-375.999358279337
2.5,8,15,1,-547.61646351758
2.6,8,15,1,-636.100688576664
2.7,8,15,1,-741.37003420856
2.8,8,15,1,-895.401128062637
2.9,8,15,1,-1155.71361986659
3,8,15,1,-1155.71361986659
3.1,8,15,1,Inf
3.2,8,15,1,Inf
3.3,8,15,1,Inf
3.4,8,15,1,Inf
3.5,8,15,1,Inf
3.6,8,15,1,Inf
3.7,8,15,1,Inf
3.8,8,15,1,Inf
3.9,8,15,1,Inf
4,8,15,1,Inf
2,9,15,1,-96.5598935018911
2.1,9,15,1,-224.879912167699
2.2,9,15,1,-224.879912167699
2.3,9,15,1,-294.987952247832
2.4,9,15,1,-373.211744199702
2.5,9,15,1,-544.555245510115
2.6,9,15,1,-633.399311584725
2.7,9,15,1,-740.558374247223
2.8,9,15,1,-892.006560854104
2.9,9,15,1,-1151.62589480763
3,9,15,1,-1151.62589480763
3.1,9,15,1,Inf
3.2,9,15,1,Inf
3.3,9,15,1,Inf
3.4,9,15,1,Inf
3.5,9,15,1,Inf
3.6,9,15,1,Inf
3.7,9,15,1,Inf
3.8,9,15,1,Inf
3.9,9,15,1,Inf
4,9,15,1,Inf
2,10,15,1,-99.2237857106857
2.1,10,15,1,-226.895711002544
2.2,10,15,1,-219.016144448787
2.3,10,15,1,-293.205850056161
2.4,10,15,1,-374.83549637196
2.5,10,15,1,-541.630601062998
2.6,10,15,1,-617.968783859475
2.7,10,15,1,-724.804191968392
2.8,10,15,1,-888.614667445952
2.9,10,15,1,-1147.54084349191
3,10,15,1,-1147.54084349191
3.1,10,15,1,Inf
3.2,10,15,1,Inf
3.3,10,15,1,Inf
3.4,10,15,1,Inf
3.5,10,15,1,Inf
3.6,10,15,1,Inf
3.7,10,15,1,Inf
3.8,10,15,1,Inf
3.9,10,15,1,Inf
4,10,15,1,Inf
2,11,15,1,-98.8222971829146
2.1,11,15,1,-221.690321972295
2.2,11,15,1,-217.626529916517
2.3,11,15,1,-278.637899053515
2.4,11,15,1,-372.832798753776
2.5,11,15,1,-538.90017779092
2.6,11,15,1,-615.350626379309
2.7,11,15,1,-721.818354333215
2.8,11,15,1,-885.225455006569
2.9,11,15,1,-1141.42183650989
3,11,15,1,-1143.45847308736
3.1,11,15,1,Inf
3.2,11,15,1,Inf
3.3,11,15,1,Inf
3.4,11,15,1,Inf
3.5,11,15,1,Inf
3.6,11,15,1,Inf
3.7,11,15,1,Inf
3.8,11,15,1,Inf
3.9,11,15,1,Inf
4,11,15,1,Inf
2,12,15,1,-94.5951839690515
2.1,12,15,1,-220.254332092863
2.2,12,15,1,-216.496225606598
2.3,12,15,1,-289.649701576744
2.4,12,15,1,-370.832790511465
2.5,12,15,1,-536.250880528662
2.6,12,15,1,-612.80449853629
2.7,12,15,1,-719.044791070788
2.8,12,15,1,-881.83893074288
2.9,12,15,1,-1136.92298875795
3,12,15,1,-1139.37879080043
3.1,12,15,1,Inf
3.2,12,15,1,Inf
3.3,12,15,1,Inf
3.4,12,15,1,Inf
3.5,12,15,1,Inf
3.6,12,15,1,Inf
3.7,12,15,1,Inf
3.8,12,15,1,Inf
3.9,12,15,1,Inf
4,12,15,1,Inf
2,13,15,1,-95.0765790908404
2.1,13,15,1,-215.767069775661
2.2,13,15,1,-214.037685440837
2.3,13,15,1,-271.586780833931
2.4,13,15,1,-368.835478900632
2.5,13,15,1,-529.840538640031
2.6,13,15,1,-618.854476790077
2.7,13,15,1,-716.167264945882
2.8,13,15,1,-878.455101900662
2.9,13,15,1,-1132.49210258392
3,13,15,1,-1135.30180387643
3.1,13,15,1,Inf
3.2,13,15,1,Inf
3.3,13,15,1,Inf
3.4,13,15,1,Inf
3.5,13,15,1,Inf
3.6,13,15,1,Inf
3.7,13,15,1,Inf
3.8,13,15,1,Inf
3.9,13,15,1,Inf
4,13,15,1,Inf
2,14,15,1,-91.673676702286
2.1,14,15,1,-218.232615128211
2.2,14,15,1,-218.232615128211
2.3,14,15,1,-278.850597511414
2.4,14,15,1,-366.840871216156
2.5,14,15,1,-527.742653774569
2.6,14,15,1,-616.419162380442
2.7,14,15,1,-722.063029900529
2.8,14,15,1,-875.073975764859
2.9,14,15,1,-1128.1151289637
3,14,15,1,-1131.22751959984
3.1,14,15,1,Inf
3.2,14,15,1,Inf
3.3,14,15,1,Inf
3.4,14,15,1,Inf
3.5,14,15,1,Inf
3.6,14,15,1,Inf
3.7,14,15,1,Inf
3.8,14,15,1,Inf
3.9,14,15,1,Inf
4,14,15,1,Inf
2,3,16,1,-128.585332946203
2.1,3,16,1,-181.33388209628
2.2,3,16,1,-267.039393453938
2.3,3,16,1,-301.903960816737
2.4,3,16,1,-344.958719543467
2.5,3,16,1,-496.786294369784
2.6,3,16,1,-645.799488491503
2.7,3,16,1,-753.908703429109
2.8,3,16,1,-907.220943039667
2.9,3,16,1,-1176.19210309144
3,3,16,1,-1176.19210309144
3.1,3,16,1,-1176.19210309144
3.2,3,16,1,Inf
3.3,3,16,1,Inf
3.4,3,16,1,Inf
3.5,3,16,1,Inf
3.6,3,16,1,Inf
3.7,3,16,1,Inf
3.8,3,16,1,Inf
3.9,3,16,1,Inf
4,3,16,1,Inf
2,4,16,1,-131.079167906046
2.1,4,16,1,-179.872656102127
2.2,4,16,1,-264.921171918372
2.3,4,16,1,-300.574478625925
2.4,4,16,1,-340.155293614012
2.5,4,16,1,-487.65618404963
2.6,4,16,1,-646.498164308082
2.7,4,16,1,-761.337250627092
2.8,4,16,1,-902.802518098326
2.9,4,16,1,-1172.09111550785
3,4,16,1,-1172.09111550785
3.1,4,16,1,-1172.09111550785
3.2,4,16,1,Inf
3.3,4,16,1,Inf
3.4,4,16,1,Inf
3.5,4,16,1,Inf
3.6,4,16,1,Inf
3.7,4,16,1,Inf
3.8,4,16,1,Inf
3.9,4,16,1,Inf
4,4,16,1,Inf
2,5,16,1,-129.754340173457
2.1,5,16,1,-178.414072380218
2.2,5,16,1,-266.953595927755
2.3,5,16,1,-293.843264058635
2.4,5,16,1,-341.154401147947
2.5,5,16,1,-492.170723002353
2.6,5,16,1,-640.769453862081
2.7,5,16,1,-755.397895029977
2.8,5,16,1,-903.682185943334
2.9,5,16,1,-1167.99276639521
3,5,16,1,-1167.99276639521
3.1,5,16,1,-1167.99276639521
3.2,5,16,1,Inf
3.3,5,16,1,Inf
3.4,5,16,1,Inf
3.5,5,16,1,Inf
3.6,5,16,1,Inf
3.7,5,16,1,Inf
3.8,5,16,1,Inf
3.9,5,16,1,Inf
4,5,16,1,Inf
2,6,16,1,-119.275271176465
2.1,6,16,1,-170.311406722769
2.2,6,16,1,-261.455506759739
2.3,6,16,1,-300.350284537069
2.4,6,16,1,-339.256208925841
2.5,6,16,1,-489.866902990733
2.6,6,16,1,-638.74551713955
2.7,6,16,1,-750.458409692564
2.8,6,16,1,-899.363917018136
2.9,6,16,1,-1163.89706273335
3,6,16,1,-1163.89706273335
3.1,6,16,1,-1163.89706273335
3.2,6,16,1,Inf
3.3,6,16,1,Inf
3.4,6,16,1,Inf
3.5,6,16,1,Inf
3.6,6,16,1,Inf
3.7,6,16,1,Inf
3.8,6,16,1,Inf
3.9,6,16,1,Inf
4,6,16,1,Inf
2,7,16,1,-124.832723814608
2.1,7,16,1,-170.325087060696
2.2,7,16,1,-263.561500712025
2.3,7,16,1,-295.737926995962
2.4,7,16,1,-333.822632381446
2.5,7,16,1,-481.266419412443
2.6,7,16,1,-641.0023584722
2.7,7,16,1,-746.217779458841
2.8,7,16,1,-890.67835439731
2.9,7,16,1,-1159.80401153909
3,7,16,1,-1159.80401153909
3.1,7,16,1,-1159.80401153909
3.2,7,16,1,Inf
3.3,7,16,1,Inf
3.4,7,16,1,Inf
3.5,7,16,1,Inf
3.6,7,16,1,Inf
3.7,7,16,1,Inf
3.8,7,16,1,Inf
3.9,7,16,1,Inf
4,7,16,1,Inf
2,8,16,1,-122.252796931617
2.1,8,16,1,-170.99991734889
2.2,8,16,1,-261.86944238728
2.3,8,16,1,-293.138824313972
2.4,8,16,1,-335.467793579139
2.5,8,16,1,-477.310887921631
2.6,8,16,1,-633.040293360084
2.7,8,16,1,-742.270953778005
2.8,8,16,1,-887.195040608813
2.9,8,16,1,-1155.71361986659
3,8,16,1,-1155.71361986659
3.1,8,16,1,-1155.71361986659
3.2,8,16,1,Inf
3.3,8,16,1,Inf
3.4,8,16,1,Inf
3.5,8,16,1,Inf
3.6,8,16,1,Inf
3.7,8,16,1,Inf
3.8,8,16,1,Inf
3.9,8,16,1,Inf
4,8,16,1,Inf
2,9,16,1,-124.481605185091
2.1,9,16,1,-172.60630099068
2.2,9,16,1,-256.670751199607
2.3,9,16,1,-291.2519519302
2.4,9,16,1,-333.57758462557
2.5,9,16,1,-473.859634225484
2.6,9,16,1,-629.320266322925
2.7,9,16,1,-738.527811976127
2.8,9,16,1,-883.74830267584
2.9,9,16,1,-1151.62589480763
3,9,16,1,-1151.62589480763
3.1,9,16,1,-1151.62589480763
3.2,9,16,1,Inf
3.3,9,16,1,Inf
3.4,9,16,1,Inf
3.5,9,16,1,Inf
3.6,9,16,1,Inf
3.7,9,16,1,Inf
3.8,9,16,1,Inf
3.9,9,16,1,Inf
4,9,16,1,Inf
2,10,16,1,-119.987895484538
2.1,10,16,1,-167.558985615141
2.2,10,16,1,-254.603217655467
2.3,10,16,1,-293.205850056161
2.4,10,16,1,-331.690050995768
2.5,10,16,1,-470.679422194326
2.6,10,16,1,-621.963470929023
2.7,10,16,1,-734.9320626621
2.8,10,16,1,-880.329369022661
2.9,10,16,1,-1147.54084349191
3,10,16,1,-1147.54084349191
3.1,10,16,1,-1147.54084349191
3.2,10,16,1,Inf
3.3,10,16,1,Inf
3.4,10,16,1,Inf
3.5,10,16,1,Inf
3.6,10,16,1,Inf
3.7,10,16,1,Inf
3.8,10,16,1,Inf
3.9,10,16,1,Inf
4,10,16,1,Inf
2,11,16,1,-118.948697015978
2.1,11,16,1,-166.741694664741
2.2,11,16,1,-253.143999201772
2.3,11,16,1,-287.864706395646
2.4,11,16,1,-329.805199870548
2.5,11,16,1,-474.530965856947
2.6,11,16,1,-618.921190232717
2.7,11,16,1,-731.446747374986
2.8,11,16,1,-876.934397283756
2.9,11,16,1,-1143.45847308736
3,11,16,1,-1143.45847308736
3.1,11,16,1,-1143.45847308736
3.2,11,16,1,Inf
3.3,11,16,1,Inf
3.4,11,16,1,Inf
3.5,11,16,1,Inf
3.6,11,16,1,Inf
3.7,11,16,1,Inf
3.8,11,16,1,Inf
3.9,11,16,1,Inf
4,11,16,1,Inf
2,12,16,1,-118.613636408912
2.1,12,16,1,-165.933683524715
2.2,12,16,1,-247.851358848344
2.3,12,16,1,-289.649701576744
2.4,12,16,1,-327.923038469399
2.5,12,16,1,-476.099947097894
2.6,12,16,1,-615.883950605268
2.7,12,16,1,-728.046612635573
2.8,12,16,1,-873.671118582636
2.9,12,16,1,-1139.37879080043
3,12,16,1,-1139.37879080043
3.1,12,16,1,-1139.37879080043
3.2,12,16,1,Inf
3.3,12,16,1,Inf
3.4,12,16,1,Inf
3.5,12,16,1,Inf
3.6,12,16,1,Inf
3.7,12,16,1,Inf
3.8,12,16,1,Inf
3.9,12,16,1,Inf
4,12,16,1,Inf
2,13,16,1,-103.69732109648
2.1,13,16,1,-161.310930414498
2.2,13,16,1,-250.260874635803
2.3,13,16,1,-287.875669773426
2.4,13,16,1,-326.0435740508
2.5,13,16,1,-473.814848588254
2.6,13,16,1,-613.032294996494
2.7,13,16,1,-724.753939653438
2.8,13,16,1,-878.455101900662
2.9,13,16,1,-1135.30180387643
3,13,16,1,-1135.30180387643
3.1,13,16,1,-1135.30180387643
3.2,13,16,1,Inf
3.3,13,16,1,Inf
3.4,13,16,1,Inf
3.5,13,16,1,Inf
3.6,13,16,1,Inf
3.7,13,16,1,Inf
3.8,13,16,1,Inf
3.9,13,16,1,Inf
4,13,16,1,Inf
2,14,16,1,-107.753664323727
2.1,14,16,1,-162.360029049811
2.2,14,16,1,-245.921896704317
2.3,14,16,1,-282.485372649995
2.4,14,16,1,-324.166813912536
2.5,14,16,1,-471.532453428922
2.6,14,16,1,-610.318855324248
2.7,14,16,1,-717.656913693447
2.8,14,16,1,-871.465216507507
2.9,14,16,1,-1127.49453631118
3,14,16,1,-1131.22751959984
3.1,14,16,1,-1131.22751959984
3.2,14,16,1,Inf
3.3,14,16,1,Inf
3.4,14,16,1,Inf
3.5,14,16,1,Inf
3.6,14,16,1,Inf
3.7,14,16,1,Inf
3.8,14,16,1,Inf
3.9,14,16,1,Inf
4,14,16,1,Inf
2,3,17,1,-148.425609370764
2.1,3,17,1,-155.047014895613
2.2,3,17,1,-266.419132566521
2.3,3,17,1,-385.906071031263
2.4,3,17,1,-386.428829097619
2.5,3,17,1,-432.389235138269
2.6,3,17,1,-565.418520234874
2.7,3,17,1,-646.588952508298
2.8,3,17,1,-745.612813183891
2.9,3,17,1,-1176.19210309144
3,3,17,1,Inf
3.1,3,17,1,Inf
3.2,3,17,1,Inf
3.3,3,17,1,Inf
3.4,3,17,1,Inf
3.5,3,17,1,Inf
3.6,3,17,1,Inf
3.7,3,17,1,Inf
3.8,3,17,1,Inf
3.9,3,17,1,Inf
4,3,17,1,Inf
2,4,17,1,-151.383224004048
2.1,4,17,1,-179.872656102127
2.2,4,17,1,-268.653618709972
2.3,4,17,1,-382.020635436093
2.4,4,17,1,-382.936856157012
2.5,4,17,1,-429.525914564695
2.6,4,17,1,-558.69081415303
2.7,4,17,1,-648.792981271495
2.8,4,17,1,-753.048390068859
2.9,4,17,1,-1176.24966681112
3,4,17,1,Inf
3.1,4,17,1,Inf
3.2,4,17,1,Inf
3.3,4,17,1,Inf
3.4,4,17,1,Inf
3.5,4,17,1,Inf
3.6,4,17,1,Inf
3.7,4,17,1,Inf
3.8,4,17,1,Inf
3.9,4,17,1,Inf
4,4,17,1,Inf
2,5,17,1,-150.715199243789
2.1,5,17,1,-174.837144321951
2.2,5,17,1,-266.953595927755
2.3,5,17,1,-382.043573666951
2.4,5,17,1,-382.452569103034
2.5,5,17,1,-433.501651882085
2.6,5,17,1,-553.939585100227
2.7,5,17,1,-642.707068547001
2.8,5,17,1,-746.017756078596
2.9,5,17,1,-1168.78116721187
3,5,17,1,Inf
3.1,5,17,1,Inf
3.2,5,17,1,Inf
3.3,5,17,1,Inf
3.4,5,17,1,Inf
3.5,5,17,1,Inf
3.6,5,17,1,Inf
3.7,5,17,1,Inf
3.8,5,17,1,Inf
3.9,5,17,1,Inf
4,5,17,1,Inf
2,6,17,1,-140.481202636868
2.1,6,17,1,-171.047445864831
2.2,6,17,1,-247.252552927193
2.3,6,17,1,-379.238066729958
2.4,6,17,1,-379.626484036802
2.5,6,17,1,-417.332329593803
2.6,6,17,1,-557.952046840541
2.7,6,17,1,-637.360478530549
2.8,6,17,1,-753.198379595753
2.9,6,17,1,-1162.4282521545
3,6,17,1,Inf
3.1,6,17,1,Inf
3.2,6,17,1,Inf
3.3,6,17,1,Inf
3.4,6,17,1,Inf
3.5,6,17,1,Inf
3.6,6,17,1,Inf
3.7,6,17,1,Inf
3.8,6,17,1,Inf
3.9,6,17,1,Inf
4,6,17,1,Inf
2,7,17,1,-146.719987287632
2.1,7,17,1,-171.664864399955
2.2,7,17,1,-263.561500712025
2.3,7,17,1,-377.039454390875
2.4,7,17,1,-377.080482299621
2.5,7,17,1,-430.319724837415
2.6,7,17,1,-552.284301699758
2.7,7,17,1,-639.449146574191
2.8,7,17,1,-748.633870059792
2.9,7,17,1,-1157.03634651912
3,7,17,1,Inf
3.1,7,17,1,Inf
3.2,7,17,1,Inf
3.3,7,17,1,Inf
3.4,7,17,1,Inf
3.5,7,17,1,Inf
3.6,7,17,1,Inf
3.7,7,17,1,Inf
3.8,7,17,1,Inf
3.9,7,17,1,Inf
4,7,17,1,Inf
